timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1616740482091,860,https://radar2.eu-west.philips-healthsuite.com/?casenumber=0117214587&caseusername=ajay.m@philips.com&caseID=5004W00001drwXD&source=OneEMS&equipmentnumber=71124417&assetID=02i0L000009FrHT&serialNumber=36051&productCode=781296,200,OK,Thread Group 1-1,text,true,,5772,670,1,1,https://radar2.eu-west.philips-healthsuite.com/?equipmentnumber=71124417&casenumber=0117214587&serialNumber=36051&productCode=781296&assetID=02i0L000009FrHT&caseusername=ajay.m%40philips.com&caseID=5004W00001drwXD&source=OneEMS,860,0,697
1616740482952,164,https://radar2.eu-west.philips-healthsuite.com/supportedModalities/null.do,200,OK,Thread Group 1-1,text,true,,5379,516,1,1,https://radar2.eu-west.philips-healthsuite.com/supportedModalities/null.do,164,0,0
1616740488951,171,https://radar2.eu-west.philips-healthsuite.com/#/RSW/71124417/0117214587,200,OK,Thread Group 1-1,text,true,,5351,585,1,1,https://radar2.eu-west.philips-healthsuite.com/#/RSW/71124417/0117214587,171,0,0
1616740489123,163,https://radar2.eu-west.philips-healthsuite.com/readConfig,200,OK,Thread Group 1-1,text,true,,5361,463,1,1,https://radar2.eu-west.philips-healthsuite.com/readConfig,163,0,0
1616740489286,163,https://radar2.eu-west.philips-healthsuite.com/usersComponent.do,200,OK,Thread Group 1-1,text,true,,5368,470,1,1,https://radar2.eu-west.philips-healthsuite.com/usersComponent.do,163,0,0
1616740489449,163,https://radar2.eu-west.philips-healthsuite.com/fetchPlotsForDashboard.do?stateLoc=RMW,200,OK,Thread Group 1-1,text,true,,5395,491,1,1,https://radar2.eu-west.philips-healthsuite.com/fetchPlotsForDashboard.do?stateLoc=RMW,163,0,0
1616740489613,163,https://radar2.eu-west.philips-healthsuite.com/supportedModalities/MR.do,200,OK,Thread Group 1-1,text,true,,5381,514,1,1,https://radar2.eu-west.philips-healthsuite.com/supportedModalities/MR.do,162,0,0
1616740489776,163,https://radar2.eu-west.philips-healthsuite.com/readConfig,200,OK,Thread Group 1-1,text,true,,5357,463,1,1,https://radar2.eu-west.philips-healthsuite.com/readConfig,163,0,0
1616740489939,175,https://radar2.eu-west.philips-healthsuite.com/usersComponent.do,200,OK,Thread Group 1-1,text,true,,5368,470,1,1,https://radar2.eu-west.philips-healthsuite.com/usersComponent.do,175,0,0
1616740490115,167,https://radar2.eu-west.philips-healthsuite.com/fetchPlotsForDashboard.do?equipmentNumber=71124417&stateLoc=RSW,200,OK,Thread Group 1-1,text,true,,5433,516,1,1,https://radar2.eu-west.philips-healthsuite.com/fetchPlotsForDashboard.do?equipmentNumber=71124417&stateLoc=RSW,167,0,0
1616740490282,163,https://radar2.eu-west.philips-healthsuite.com/RSW/views/rswlanding.html,200,OK,Thread Group 1-1,text,true,,5382,478,1,1,https://radar2.eu-west.philips-healthsuite.com/RSW/views/rswlanding.html,162,0,0
1616740490446,166,https://radar2.eu-west.philips-healthsuite.com/RSW/views/common/header.html,200,OK,Thread Group 1-1,text,true,,5390,481,1,1,https://radar2.eu-west.philips-healthsuite.com/RSW/views/common/header.html,166,0,0
1616740490613,164,https://radar2.eu-west.philips-healthsuite.com/Pages/Common/footer.html,200,OK,Thread Group 1-1,text,true,,5385,477,1,1,https://radar2.eu-west.philips-healthsuite.com/Pages/Common/footer.html,164,0,0
1616740490777,163,https://radar2.eu-west.philips-healthsuite.com/startsession.do,200,OK,Thread Group 1-1,text,true,,5377,996,1,1,https://radar2.eu-west.philips-healthsuite.com/startsession.do,163,0,0
1616740490941,169,https://radar2.eu-west.philips-healthsuite.com/systemdetails.do?equipmentNumber=71124417,200,OK,Thread Group 1-1,text,true,,5402,494,1,1,https://radar2.eu-west.philips-healthsuite.com/systemdetails.do?equipmentNumber=71124417,168,0,0
1616740491110,166,https://radar2.eu-west.philips-healthsuite.com/SystemCaseHistory/71124417/all/1/RSW.do,200,OK,Thread Group 1-1,text,true,,5410,492,1,1,https://radar2.eu-west.philips-healthsuite.com/SystemCaseHistory/71124417/all/1/RSW.do,166,0,0
1616740491277,168,https://radar2.eu-west.philips-healthsuite.com/countrylist.do,200,OK,Thread Group 1-1,text,true,,5365,467,1,1,https://radar2.eu-west.philips-healthsuite.com/countrylist.do,168,0,0
1616740491446,168,https://radar2.eu-west.philips-healthsuite.com/SystemCaseHistory/71124417/4/6/RSW.do,200,OK,Thread Group 1-1,text,true,,5408,490,1,1,https://radar2.eu-west.philips-healthsuite.com/SystemCaseHistory/71124417/4/6/RSW.do,168,0,0
1616740491614,165,https://radar2.eu-west.philips-healthsuite.com/malfunctionlist.do?country=&modality=MR,200,OK,Thread Group 1-1,text,true,,5409,492,1,1,https://radar2.eu-west.philips-healthsuite.com/malfunctionlist.do?country=&modality=MR,164,0,0
1616740491779,163,https://radar2.eu-west.philips-healthsuite.com/servicePlanQuestionaires.do,200,OK,Thread Group 1-1,text,true,,5378,480,1,1,https://radar2.eu-west.philips-healthsuite.com/servicePlanQuestionaires.do,163,0,0
1616740491943,166,https://radar2.eu-west.philips-healthsuite.com/SystemDetailsDropdownData?equipmentNumber=71124417&stateLoc=RSW,200,OK,Thread Group 1-1,text,true,,5433,516,1,1,https://radar2.eu-west.philips-healthsuite.com/SystemDetailsDropdownData?equipmentNumber=71124417&stateLoc=RSW,166,0,0
1616740492110,165,https://radar2.eu-west.philips-healthsuite.com/activecase.do?equipmentnumber=71124417&casenumber=0117214587&source=OneEms,200,OK,Thread Group 1-1,text,true,,5453,527,1,1,https://radar2.eu-west.philips-healthsuite.com/activecase.do?equipmentnumber=71124417&casenumber=0117214587&source=OneEms,165,0,0
1616740492275,164,https://radar2.eu-west.philips-healthsuite.com/RSW/modules/SystemCaseOverview/views/syscase.overview.html,200,OK,Thread Group 1-1,text,true,,5429,511,1,1,https://radar2.eu-west.philips-healthsuite.com/RSW/modules/SystemCaseOverview/views/syscase.overview.html,163,0,0
1616740492439,159,https://radar2.eu-west.philips-healthsuite.com/notification/info?t=1616739262561,200,OK,Thread Group 1-1,text,true,,637,456,1,1,https://radar2.eu-west.philips-healthsuite.com/notification/info?t=1616739262561,159,0,0
1616740492599,184,https://radar2.eu-west.philips-healthsuite.com/fetchBlueBannerDetails.do?systemUID=36051&context=RSW&equipmentNumber=71124417,200,OK,Thread Group 1-1,text,true,,5457,531,1,1,https://radar2.eu-west.philips-healthsuite.com/fetchBlueBannerDetails.do?context=RSW&systemUID=36051&equipmentNumber=71124417,184,0,0
1616740492784,168,https://radar2.eu-west.philips-healthsuite.com/ReactiveDashboard/71124417/MR/3/2/36051?version=1616739262631,200,OK,Thread Group 1-1,text,true,,5443,514,1,1,https://radar2.eu-west.philips-healthsuite.com/ReactiveDashboard/71124417/MR/3/2/36051?version=1616739262631,168,0,0
1616740492953,168,https://radar2.eu-west.philips-healthsuite.com/fetchUsersComponentPreference.do?appMode=RSW&componentName=RSW_Proto_Slider,200,OK,Thread Group 1-1,text,true,,5441,528,1,1,https://radar2.eu-west.philips-healthsuite.com/fetchUsersComponentPreference.do?componentName=RSW_Proto_Slider&appMode=RSW,167,0,0
1616740493121,164,https://radar2.eu-west.philips-healthsuite.com/systemUsageCal.do?enddate=2021-04-01&startdate=2021-03-01&stateLoc=RSW&systemid=71124417,200,OK,Thread Group 1-1,text,true,,5472,541,1,1,https://radar2.eu-west.philips-healthsuite.com/systemUsageCal.do?systemid=71124417&enddate=2021-04-01&startdate=2021-03-01&stateLoc=RSW,164,0,0
1616740493286,168,https://radar2.eu-west.philips-healthsuite.com/getSystemUsage.do?endDate=2021-04-01&modality=MR&startDate=2021-03-01&systemuid=36051&version=1616739263480,200,OK,Thread Group 1-1,text,true,,5504,560,1,1,https://radar2.eu-west.philips-healthsuite.com/getSystemUsage.do?modality=MR&endDate=2021-04-01&systemuid=36051&version=1616739263480&startDate=2021-03-01,168,0,0
1616740493455,168,https://radar2.eu-west.philips-healthsuite.com/automaticDiagnosticAlertsLogging.do,200,OK,Thread Group 1-1,text,true,,5393,727,1,1,https://radar2.eu-west.philips-healthsuite.com/automaticDiagnosticAlertsLogging.do,167,0,0
1616740493623,166,https://radar2.eu-west.philips-healthsuite.com/auditLog.do,200,OK,Thread Group 1-1,text,true,,5373,781,1,1,https://radar2.eu-west.philips-healthsuite.com/auditLog.do,166,0,0
1616740493791,162,https://radar2.eu-west.philips-healthsuite.com/sessionupdate.do,200,OK,Thread Group 1-1,text,true,,5374,633,1,1,https://radar2.eu-west.philips-healthsuite.com/sessionupdate.do,162,0,0
1616740493953,164,https://radar2.eu-west.philips-healthsuite.com/auditLog.do,200,OK,Thread Group 1-1,text,true,,5373,758,1,1,https://radar2.eu-west.philips-healthsuite.com/auditLog.do,164,0,0
1616740494118,171,https://radar2.eu-west.philips-healthsuite.com/systemUsage/71124417/2021-03-25/2021-03-25/false/RSW.do,200,OK,Thread Group 1-1,text,true,,5431,508,1,1,https://radar2.eu-west.philips-healthsuite.com/systemUsage/71124417/2021-03-25/2021-03-25/false/RSW.do,171,0,0
1616740494290,161,https://radar2.eu-west.philips-healthsuite.com/auditLog.do,200,OK,Thread Group 1-1,text,true,,5373,751,1,1,https://radar2.eu-west.philips-healthsuite.com/auditLog.do,161,0,0
1616740494452,161,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_streaming?t=1616739264398,200,OK,Thread Group 1-1,text,true,,542,562,1,1,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_streaming,161,0,0
1616740494614,161,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739264770,204,No Content,Thread Group 1-1,text,true,,478,585,1,1,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739264770,0,0,0
1616740494776,160,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739265021,204,No Content,Thread Group 1-1,text,true,,478,581,1,1,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739265021,0,0,0
1616740494937,166,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739265249,204,No Content,Thread Group 1-1,text,true,,478,586,1,1,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739265249,0,0,0
1616740495104,181,https://radar2.eu-west.philips-healthsuite.com/pullnotification.do?equipmentNumber=71124417,200,OK,Thread Group 1-1,text,true,,5405,497,1,1,https://radar2.eu-west.philips-healthsuite.com/pullnotification.do?equipmentNumber=71124417,181,0,0
1616740495286,163,https://radar2.eu-west.philips-healthsuite.com/auditLog.do,200,OK,Thread Group 1-1,text,true,,5373,736,1,1,https://radar2.eu-west.philips-healthsuite.com/auditLog.do,163,0,0
1616740495449,160,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739269330,204,No Content,Thread Group 1-1,text,true,,478,586,1,1,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739269330,0,0,0
1616740482090,7657,Launch RSW,200,"Number of samples in transaction : 42, number of failing samples : 0",Thread Group 1-1,,true,,197889,23480,1,1,null,7003,5862,697
1616740495609,161,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739273462,204,No Content,Thread Group 1-1,text,true,,478,586,1,1,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739273462,0,0,0
1616740495771,162,https://radar2.eu-west.philips-healthsuite.com/RSW/modules/CaseHistoryAnalyser/views/caseHistorySearchPopup.html,200,OK,Thread Group 1-1,text,true,,5436,518,1,1,https://radar2.eu-west.philips-healthsuite.com/RSW/modules/CaseHistoryAnalyser/views/caseHistorySearchPopup.html,162,0,0
1616740495934,163,https://radar2.eu-west.philips-healthsuite.com/rswlogUiUsage.do,200,OK,Thread Group 1-1,text,true,,5378,680,1,1,https://radar2.eu-west.philips-healthsuite.com/rswlogUiUsage.do,163,0,0
1616740496098,160,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739275768,204,No Content,Thread Group 1-1,text,true,,478,586,1,1,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739275768,0,0,0
1616740496258,170,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739278245,204,No Content,Thread Group 1-1,text,true,,478,586,1,1,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739278245,0,0,0
1616740496428,158,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739281439,204,No Content,Thread Group 1-1,text,true,,478,586,1,1,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739281439,0,0,0
1616740496587,158,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739284728,204,No Content,Thread Group 1-1,text,true,,478,586,1,1,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739284728,0,0,0
1616740496746,159,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739285986,204,No Content,Thread Group 1-1,text,true,,478,586,1,1,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739285986,0,0,0
1616740496905,161,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739286208,204,No Content,Thread Group 1-1,text,true,,478,977,1,1,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739286208,0,0,0
1616740497066,169,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739286426,204,No Content,Thread Group 1-1,text,true,,478,652,1,1,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739286426,0,0,0
1616740497236,167,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739290285,204,No Content,Thread Group 1-1,text,true,,478,586,1,1,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739290285,0,0,0
1616740497404,161,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739290722,204,No Content,Thread Group 1-1,text,true,,478,586,1,1,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739290722,0,0,0
1616740497565,160,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739292979,204,No Content,Thread Group 1-1,text,true,,478,586,1,1,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739292979,0,0,0
1616740495609,2109,Click CHA Button ,200,"Number of samples in transaction : 13, number of failing samples : 0",Thread Group 1-1,,true,,16072,8101,1,1,null,325,7,0
1616740497725,162,https://radar2.eu-west.philips-healthsuite.com/RSW/modules/CaseHistoryAnalyser/views/caseHistoryMain.html,200,OK,Thread Group 1-1,text,true,,5429,511,1,1,https://radar2.eu-west.philips-healthsuite.com/RSW/modules/CaseHistoryAnalyser/views/caseHistoryMain.html,162,0,0
1616740497888,163,https://radar2.eu-west.philips-healthsuite.com/SearchData/71124417.do?version=1616739297726,200,OK,Thread Group 1-1,text,true,,5417,775,1,1,https://radar2.eu-west.philips-healthsuite.com/SearchData/71124417.do?version=1616739297726,163,0,0
1616740498051,169,https://radar2.eu-west.philips-healthsuite.com/RSW/modules/CaseHistoryAnalyser/views/searchAreaTemplate.html,200,OK,Thread Group 1-1,text,true,,5432,514,1,1,https://radar2.eu-west.philips-healthsuite.com/RSW/modules/CaseHistoryAnalyser/views/searchAreaTemplate.html,168,0,0
1616740498220,165,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739300688,204,No Content,Thread Group 1-1,text,true,,478,586,1,1,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739300688,0,0,0
1616740498385,161,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739306781,204,No Content,Thread Group 1-1,text,true,,478,586,1,1,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739306781,0,0,0
1616740498546,164,https://radar2.eu-west.philips-healthsuite.com/chalogUiUsage.do,200,OK,Thread Group 1-1,text,true,,5378,799,1,1,https://radar2.eu-west.philips-healthsuite.com/chalogUiUsage.do,164,0,0
1616740498711,159,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739309620,204,No Content,Thread Group 1-1,text,true,,478,586,1,1,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739309620,0,0,0
1616740498871,162,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739310488,204,No Content,Thread Group 1-1,text,true,,478,586,1,1,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739310488,0,0,0
1616740499033,174,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739310709,204,No Content,Thread Group 1-1,text,true,,478,586,1,1,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739310709,0,0,0
1616740499207,159,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739316590,204,No Content,Thread Group 1-1,text,true,,478,586,1,1,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739316590,0,0,0
1616740497725,1638,Search Generic Error String 1000 Results,200,"Number of samples in transaction : 10, number of failing samples : 0",Thread Group 1-1,,true,,24524,6115,1,1,null,657,4,0
1616740499368,159,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739318017,204,No Content,Thread Group 1-1,text,true,,478,586,1,1,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739318017,0,0,0
1616740499527,159,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739318245,204,No Content,Thread Group 1-1,text,true,,478,586,1,1,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739318245,0,0,0
1616740499687,167,https://radar2.eu-west.philips-healthsuite.com/chalogUiUsage.do,200,OK,Thread Group 1-1,text,true,,5378,773,1,1,https://radar2.eu-west.philips-healthsuite.com/chalogUiUsage.do,167,0,0
1616740499855,172,https://radar2.eu-west.philips-healthsuite.com/RSW/modules/CaseHistoryAnalyser/views/caseHistoryParts.html,200,OK,Thread Group 1-1,text,true,,5426,512,1,1,https://radar2.eu-west.philips-healthsuite.com/RSW/modules/CaseHistoryAnalyser/views/caseHistoryParts.html,172,0,0
1616740500027,163,https://radar2.eu-west.philips-healthsuite.com/supportedPartPriceCountries.do,200,OK,Thread Group 1-1,text,true,,5381,483,1,1,https://radar2.eu-west.philips-healthsuite.com/supportedPartPriceCountries.do,163,0,0
1616740500192,164,https://radar2.eu-west.philips-healthsuite.com/RSW/modules/CaseHistoryAnalyser/views/part12NCCellTemplate.html,200,OK,Thread Group 1-1,text,true,,5434,516,1,1,https://radar2.eu-west.philips-healthsuite.com/RSW/modules/CaseHistoryAnalyser/views/part12NCCellTemplate.html,163,0,0
1616740500356,164,https://radar2.eu-west.philips-healthsuite.com/chalogUiUsage.do,200,OK,Thread Group 1-1,text,true,,5374,2188,1,1,https://radar2.eu-west.philips-healthsuite.com/chalogUiUsage.do,164,0,0
1616740500521,160,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739320411,204,No Content,Thread Group 1-1,text,true,,478,586,1,1,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739320411,0,0,0
1616740500682,160,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739322433,204,No Content,Thread Group 1-1,text,true,,478,586,1,1,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739322433,0,0,0
1616740500843,171,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739323683,204,No Content,Thread Group 1-1,text,true,,478,586,1,1,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739323683,0,0,0
1616740501014,159,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739323901,204,No Content,Thread Group 1-1,text,true,,478,586,1,1,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739323901,0,0,0
1616740501174,159,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739324643,204,No Content,Thread Group 1-1,text,true,,478,586,1,1,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739324643,0,0,0
1616740501333,162,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739325111,204,No Content,Thread Group 1-1,text,true,,478,586,1,1,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739325111,0,0,0
1616740501495,159,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739327241,204,No Content,Thread Group 1-1,text,true,,478,586,1,1,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739327241,0,0,0
1616740501655,159,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739327460,204,No Content,Thread Group 1-1,text,true,,478,586,1,1,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739327460,0,0,0
1616740501815,162,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739327796,204,No Content,Thread Group 1-1,text,true,,478,586,1,1,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739327796,0,0,0
1616740501977,160,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739329664,204,No Content,Thread Group 1-1,text,true,,478,586,1,1,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739329664,0,0,0
1616740499368,2759,Click Decide on Parts,200,"Number of samples in transaction : 17, number of failing samples : 0",Thread Group 1-1,,true,,32729,11504,1,1,null,829,11,0
1616740502138,162,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739330631,204,No Content,Thread Group 1-1,text,true,,478,586,1,1,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739330631,0,0,0
1616740502300,167,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739331868,204,No Content,Thread Group 1-1,text,true,,478,586,1,1,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739331868,0,0,0
1616740502468,167,https://radar2.eu-west.philips-healthsuite.com/chalogUiUsage.do,200,OK,Thread Group 1-1,text,true,,5374,780,1,1,https://radar2.eu-west.philips-healthsuite.com/chalogUiUsage.do,167,0,0
1616740502636,171,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739332747,204,No Content,Thread Group 1-1,text,true,,478,586,1,1,https://radar2.eu-west.philips-healthsuite.com/notification/556/2wggkoyc/xhr_send?t=1616739332747,0,0,0
1616740502808,166,https://radar2.eu-west.philips-healthsuite.com/chalogUiUsage.do,200,OK,Thread Group 1-1,text,true,,5378,780,1,1,https://radar2.eu-west.philips-healthsuite.com/chalogUiUsage.do,166,0,0
