timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1615358374880,1081,https://rswapplication2.eu-west.philips-healthsuite.com/#/home/dashboard,200,OK,Thread Group 1-1,text,true,,5547,500,10,10,https://rswapplication2.eu-west.philips-healthsuite.com/#/home/dashboard,1081,0,902
1615358375185,781,https://rswapplication2.eu-west.philips-healthsuite.com/#/home/dashboard,200,OK,Thread Group 1-4,text,true,,5547,500,10,10,https://rswapplication2.eu-west.philips-healthsuite.com/#/home/dashboard,781,0,591
1615358374981,998,https://rswapplication2.eu-west.philips-healthsuite.com/#/home/dashboard,200,OK,Thread Group 1-2,text,true,,5547,500,10,10,https://rswapplication2.eu-west.philips-healthsuite.com/#/home/dashboard,998,0,818
1615358375080,901,https://rswapplication2.eu-west.philips-healthsuite.com/#/home/dashboard,200,OK,Thread Group 1-3,text,true,,5547,500,10,10,https://rswapplication2.eu-west.philips-healthsuite.com/#/home/dashboard,901,0,723
1615358375283,699,https://rswapplication2.eu-west.philips-healthsuite.com/#/home/dashboard,200,OK,Thread Group 1-5,text,true,,5547,500,10,10,https://rswapplication2.eu-west.philips-healthsuite.com/#/home/dashboard,698,0,509
1615358375381,690,https://rswapplication2.eu-west.philips-healthsuite.com/#/home/dashboard,200,OK,Thread Group 1-6,text,true,,5547,500,10,10,https://rswapplication2.eu-west.philips-healthsuite.com/#/home/dashboard,690,0,509
1615358375963,174,https://rswapplication2.eu-west.philips-healthsuite.com/supportedModalities/null.do,200,OK,Thread Group 1-1,text,true,,5416,526,10,10,https://rswapplication2.eu-west.philips-healthsuite.com/supportedModalities/null.do,173,0,0
1615358375968,173,https://rswapplication2.eu-west.philips-healthsuite.com/supportedModalities/null.do,200,OK,Thread Group 1-4,text,true,,5416,526,10,10,https://rswapplication2.eu-west.philips-healthsuite.com/supportedModalities/null.do,172,0,0
1615358375479,673,https://rswapplication2.eu-west.philips-healthsuite.com/#/home/dashboard,200,OK,Thread Group 1-7,text,true,,5547,500,10,10,https://rswapplication2.eu-west.philips-healthsuite.com/#/home/dashboard,673,0,493
1615358375983,170,https://rswapplication2.eu-west.philips-healthsuite.com/supportedModalities/null.do,200,OK,Thread Group 1-5,text,true,,5416,526,10,10,https://rswapplication2.eu-west.philips-healthsuite.com/supportedModalities/null.do,170,0,0
1615358375980,177,https://rswapplication2.eu-west.philips-healthsuite.com/supportedModalities/null.do,200,OK,Thread Group 1-2,text,true,,5416,526,10,10,https://rswapplication2.eu-west.philips-healthsuite.com/supportedModalities/null.do,177,0,0
1615358375982,198,https://rswapplication2.eu-west.philips-healthsuite.com/supportedModalities/null.do,200,OK,Thread Group 1-3,text,true,,5416,526,10,10,https://rswapplication2.eu-west.philips-healthsuite.com/supportedModalities/null.do,198,0,0
1615358376073,185,https://rswapplication2.eu-west.philips-healthsuite.com/supportedModalities/null.do,200,OK,Thread Group 1-6,text,true,,5416,526,10,10,https://rswapplication2.eu-west.philips-healthsuite.com/supportedModalities/null.do,185,0,0
1615358375579,690,https://rswapplication2.eu-west.philips-healthsuite.com/#/home/dashboard,200,OK,Thread Group 1-8,text,true,,5547,500,10,10,https://rswapplication2.eu-west.philips-healthsuite.com/#/home/dashboard,689,0,517
1615358376139,167,https://rswapplication2.eu-west.philips-healthsuite.com/readConfig,200,OK,Thread Group 1-1,text,true,,5394,473,10,10,https://rswapplication2.eu-west.philips-healthsuite.com/readConfig,167,0,0
1615358376144,162,https://rswapplication2.eu-west.philips-healthsuite.com/readConfig,200,OK,Thread Group 1-4,text,true,,5394,473,10,10,https://rswapplication2.eu-west.philips-healthsuite.com/readConfig,162,0,0
1615358376154,171,https://rswapplication2.eu-west.philips-healthsuite.com/supportedModalities/null.do,200,OK,Thread Group 1-7,text,true,,5416,526,10,10,https://rswapplication2.eu-west.philips-healthsuite.com/supportedModalities/null.do,170,0,0
1615358376154,179,https://rswapplication2.eu-west.philips-healthsuite.com/readConfig,200,OK,Thread Group 1-5,text,true,,5390,473,10,10,https://rswapplication2.eu-west.philips-healthsuite.com/readConfig,179,0,0
1615358376159,177,https://rswapplication2.eu-west.philips-healthsuite.com/readConfig,200,OK,Thread Group 1-2,text,true,,5394,473,10,10,https://rswapplication2.eu-west.philips-healthsuite.com/readConfig,177,0,0
